,label,content
123,Fake,"Dear Media LIARS: Heres Who Is REALLY Responsible For Berlin Terror Attack The Berlin attack is opening peoples eyes to the situation at hand, and they are blaming terrorist organizations like ISIS, but theyre not the only ones facing peoples wrath.  German Chancellor Angela Merkel is facing huge backlash in the aftermath of the terrorist attack that killed 12 peoplebecause of her open immigration policies, as per The Sun.  Many people are saying it is because of her that this attack took place, because of her sympathy for Muslim refugees seeking asylum in any country that will take them.  But theres one problem with these refugeeswherever they go, attacks, murders, and rapes are increasing. Anywhere where these migrants are, violence follows.  Its not looking good for the chancellor, who is up for reelection soon. She may not even get a chance to do so with so many of the German people calling for her blood. Many are blaming her for these deaths of innocent people.  These are Merkels dead, said Marcus Pretzell, chairman of the Alternative for Germany party in the western state of North Rhine-Westphalia. Klaus Bouillon of Merkels CDU party also said to Saarland radio: We must state that we are in a state of war, although some people who want to see only the good cannot see.  Merkel was attending the ironically named International Day of Migrants when the attack took place, and she stated she was shocked and shaken by the tragedy that had taken place. Merkel can pretty much kiss her career goodbye.  The German people are no longer as sympathetic to immigrants as some German politicians, due to the increase in assaults they are witnessing. Similar incidents have taken place in Ansbach, Cologne, Hamburg, Frankfurt, Dortmund, Dusseldorf, Stuttgart, and Bielefeld.  Merkels opponents are sure to be gaining more popularity as more are leaning towards the right and calling for these refugees to be booted out of the country. Many European countries are regretting their decisions to let these migrants into their countries.  This is why so many are intolerant of the Islamic faith and having these immigrants in their countriesviolence seems to follow them everywhere they go since for every three or four peaceful Muslims, there is one bent on destruction. Many other countries, including America, have seen increased attacks stemming from these migrants.  They all need to go back to their own countries, plain and simple. Its like being in a destructive relationshiptheyre already going to tear themselves down, but if you cut-sling, you dont have to go down with them. And the American people are not going down with them.  And Im sure that the German people dont want to go down either. Merkel is sure to not be elected next year for her fourth term as chancellor, especially with Pretzell laying the blame at her feet. Its time to cease the sympathy for Muslim migrants, because its only hurting the countries that take them in."
124,Fake,"Obama To Issue Executive Order Extending Presidential Term Limits WASHINGTON, D.C.  President Barack Obama will exercise his presidential powers this week when he signs an executive order directing the Supreme Court to indefinitely suspend the 22nd Amendment. Coming on the heels of the Conservative Political Action Conference held at Marylands National Harbor, President Obama announced his decision to temporarily end presidential term limits, saying, Im not seeing any potential presidential candidates on either side of the aisle who are capable of carrying out the task of running the country.  Citing poor performance on the part of a Republican-controlled congress, the struggling economy, and the continuing situation with ISIS, Obama said he feels obligated to continue his term in order to steer the country away from crisis just like Roosevelt.  This is not something out of the ordinary, says political analyst Elliot Stabler. We already have several states with no gubernatorial term limits. Connecticut, Idaho, Massachusetts, Washington, Vermont, New York, just to name a few. In fact Michael Bloomberg repealed term limits in order to run for a third time as New York City mayor.  In addition Mr. Obama has ordered the National Guard to remain on standby in the months leading up to and during his third term. He will issue a second executive order authorizing the Department of Justice to temporarily suspend Habeas Corpus in the event a state of emergency is declared due to opposition to his decision to continue the presidency.  The Twenty-second Amendment of the U.S. Constitution was ratified on February 27th, 1951 and sets a limit of two four-year terms for the office of the President of the United States. Since ratification there have been several unsuccessful attempts to repeal the 22nd Amendment. Most recently Democratic congressman Barney Frank and Senator Harry Reid introduced legislation to repeal presidential term limits. Republican Senator Mitch McConnell has sought to pass similar legislation. All three congressmen support Obamas decision to take on another term, which begins January 20th, 2017."
125,Real,"Clinton FBI Director Backs Trump's Attorney General Pick Jeff Sessions, Defends His Records on Civil Rights The campaign to rally support for Donald Trumps pick to head the Justice Department is growing, with former FBI Director Louis Freeh, who served under President Bill Clinton, now joining the effort.  In a letter to the Senate Judiciary Committee, Freeh offered his strong recommendation that Senators confirm their colleague Jeff Sessions, R-Ala., as the next attorney general, defending his record on civil rights, which has become a key concern for critics.  I have known Jeff since 1989 when we worked together as prosecutors on one of the most important civil rights cases investigated and prosecuted by the United States Department of Justice, Freeh wrote. [I] have always been greatly impressed with his commitment to the rule of law, his fair and balanced prosecutorial judgment, and his personal dedication to protecting civil rights.  What Jeff Sessions Has Said About Race and Civil Rights After Sessions was announced as Trumps pick for attorney general, top Democrats and some civil rights groups expressed concern over decades-old allegations that he made racist remarks when he was U.S. Attorney in Alabama. Others alleged -- under oath during his 1986 confirmation hearings for a federal judgeship -- that he once called a white civil rights lawyer a disgrace to his race and dubbed some efforts by the National Association for the Advancement of Colored People ""un-American.""  During the hearings, one lawyer who worked with Sessions claimed the lawmaker told him he thought the KKK was ""OK until I found out they smoked pot."" Sessions said the comment was a joke but apologized.  Under oath himself, Sessions also insisted he harbored no racial bias and said the allegations were either false or being taken out of context. He was nevertheless blocked from becoming a judge.  In his letter on Tuesday, Freeh pointed to Sessions work on the 1989 murders of a federal judge in Alabama and an NAACP official in Georgia.  I was struck with Jeffs fierce determination to solve these civil rights murders, which so gravely impacted the rule of law and the guarantee of civil rights in America, Freeh wrote, noting that, Jeff and his office were key decision-makers in formulating and implementing the investigative strategy which ultimately led to the arrest and conviction of Walter Moody for these murders.  Meanwhile, a conservative judicial organization, the Judicial Crisis Network, has created an entire website devoted to pushing Sessions' confirmation.  He is a world-class legal mind and a tough but fair lawyer with invaluable experience, says the website, ConfirmSessions.com. Known for his deep respect for the Constitution and adherence to the rule of law, Sen. Sessions has worked tirelessly to defend the civil rights and legal rights of all Americans.  Democratic Party leaders, meanwhile, have called Sessions nomination deeply troubling.  Over the course of his career, Senator Sessions used the power of the courts to discriminate against civil rights leaders, allegedly used racially charged language to disparage minorities, expressed support for the KKK and then tried to dismiss it as a joke, celebrated the gutting of the Voting Rights Act, opposed same-sex marriage, denied the constitutionality of Roe v. Wade, voted against greater access to healthcare for veterans, blocked the Paycheck Fairness Act, and voted against the reauthorization of the Violence Against Women Act,"" Democratic National Committee Interim Chair Donna Brazile said in a statement last month.  Freeh, who served as FBI director from 1993 to June 2001, expressed no such concerns, calling Sessions a friend who has had a distinguished career in public service.  I believe that Jeff will be an outstanding Attorney General for the Nation, Freeh said."
126,Satire,"Conservative Candidate Profile: Kellie Leitch Background Leitch has taken a courageous stand against the Ottawa elite, who she coincidentally defines as anyone you also dont like. She is often commended for pulling herself up by her bootstraps from a shaky underprivileged background as a mentee of former Minister of Finance Jim Flaherty. A pediatric orthopedic surgeon by training, Leitch is also renowned in the medical community for being the first person to successfully remove her own heart. As Minister of Labour in the Harper Cabinet, Leitch was often tasked with handling many tough files. This included launching the Barbaric Practices Hotline, a number that Canadians could call to report repeated plays of Drake songs by DJs looking to meet CanCon requirements. Leitch has pinned her political future on expert campaigner/necromancer Nick Kouvalis, famous for getting infamous Toronto mayor Rob Ford elected, then getting John Tory elected to fix the mess made by Rob Ford. As a leadership candidate, she has clarified that shes not a racist, but simply holds traditionally racist values.  Policies Address violence against women by arming women with samurai swords,  la Kill Bill Ban niqabs except on Halloween Pull the plug on CBC and replace it with Ezra Levant reporting on the gypsies from his parents basement Require all new immigrants to prove their Canadian values by exploiting nearby natural resources from indigenous land Lock up all pipeline protesters to smoke stacks Has a full slate of economic, health, and free trade policies which are so good she cant even talk about them yet, but they definitely exist  Political base: Those envious of the freedoms available to bigoted Americans.  How she plans on winning: Exciting voters with Canadian adaptations of classic Trump-ism, such as Drain the snow swamp  Chances of Winning: Frighteningly possible"
127,Satire,"Kellie Leitch initiates diplomatic relations with Trump by borrowing dog whistle OTTAWA  In a symbolic gesture aimed at demonstrating the shared values she hopes will serve as the foundation of strong diplomatic relations between her party and U.S. President-elect Donald Trump, Conservative leadership hopeful Kellie Leitch has borrowed the former reality TV stars beloved dog whistle.  Mr. Trumps victory is a call to arms for Old Stock Canadians whove been silenced for too long by the oppressive decency and tolerance of PC culture, the Simcoe-Grey MP said in a statement. This country is supposed to be the Great White North, and by following our American neighbors example, I am confident we can take our country back from the global elites whove perverted our traditional family values with their barbaric cultural practices. And you know who Im talking about.  But just in case you dont, I mean kikes, dykes, fags, and head rags. Sorry, Ive never used one of these before.  Meanwhile, a spokesperson for Trumps transition team said that, while the President-elect appreciates Leitchs ham-fisted attempts to blow the same dog whistle that propelled him to his stunning victory, the fact remains that Mr. Trump has no interest whatsoever in a woman over 40 blowing anything.  TAGS: DONALD TRUMP, KELLIE LEITCH"
128,Satire,"SUPREME COURT FREES AMERICANS FROM BURDEN OF VOTING WASHINGTON (The Borowitz Report)  By a five-to-four vote, the Supreme Court today acted, in the words of Justice Antonin Scalia, to relieve millions of Americans from the onerous burden of having to vote.  Writing for the majority, Justice Scalia stated, Since 1965, citizens across the nation have lived under the tyranny of being forced to elect people to represent them. This is an important step to free them from that unfair and heinous obligation.   Justice Scalia added that the Voting Rights Act had thrust upon the shoulders of millions of Americans the terrible and unwanted burden of exercising their rights in a democracy.  Many of them have been forced to drive to polling places, wait in line, and then cast their vote because of the oppressive requirements of this Act, he wrote. It is our honor and duty to free them from those hardships.  In conclusion, Justice Scalia wrote, Our message today to the American people is simple: we are voting so you wont have to."
129,Satire,"The Donalds Constitution Now that Donald Trump is President and is assured a compliant Supreme Court, here are some of the changes we can expect to already existing Constitutional amendments.  1. Petitioning government for the rights of redress. Fagitaboutit. Freedom of expression and rights to free speech? How about freedom of oppression with no rights to impeach.  2. Right to bear arms. Yeah, and full freedom to use them, too.  3. No quartering of soldiers in private homes. How about no quartering of European businessmen in Trump Hotels?  8. Prohibits cruel and unusual punishment. Thats why were going back to waterboarding at Guantanamo.  10. Federal only has powers delegated to it by the States. You can reverse that formula now.  11. Makes the States immune from suits from foreigners. Not when Trump is continuing to do business with foreign capital and foreign government.  12. Makes States immune from suits by foreigners. Not when Trump is doing business with them.  15. Prohibits the denial of the right to vote based on race, color, or previous condition of servitude. Tell that to Trumps Mexican rapists and the prisoners in the criminal system.  16. Permits Congress to levy an income tax. Not if Trump keeps his promises to shield the one percent from higher taxes.  19. Prohibits denial of the right to vote based on sex. Tell that to the Groper-in-Chief."
130,Fake,"Putin Goes On LIVE TV And CONFIRMS That Obama And Hillary Created ISIS Trump said that Obama had a hand in creating ISIS. Now that Donald Trump is the president-elect, Vladimir Putin, of all people, has confirmed this.  Putin said the Syrian rebels are mercenaries who only fight for whomever pays them more. While the president of Russia did not come out and say it is America arming them, he definitely, strongly hinted at it.    Of course, this is the type of flawed leadership we have come to expect under the Obama administration. Putins strong words have also, sadly, been confirmed by other sources.  A Wikileaks report last August proved that Hillary actually lied under oath when she was asked about the weapons trade program that occurred with Syria starting a year before the Benghazi attacks. In the batch of leaked emails, an astonishing 17,000 of them were about Syria alone, as per The National Review.  Something tells me this isnt the type of experience that the Clinton team was going for when they were squaring off against Trump, but this is also solid verification of Putins statement.  In Clintons attempts to win what would essentially have been a third term for Obama, she would have contributed to the international discord and unrest we have all become painfully aware of.  Lets get something absolutely clear: in a world where America is not dominant on the world stage and where ISIS is allowed to grow stronger, those who love freedom lose. Those who believe in all our countrys wonderful principles would soon see them slip away.  The United States of America simply could not afford to have more of the same. We, and the rest of the world, could not afford to have the ISIS rebels grow stronger and more organized. In the midst of all this, Donald Trump began to throw out massive truth bombs, including that Obama and Clinton created ISIS by virtue of their policies. This seemed incredibly outrageous to liberals.  However, credit Trump for being bold enough to say it. This is definitely the type of leadership we need. There is no question it is a sad day in America when it is Vladimir Putin who sounds more like an American than even our own sitting president. Thankfully, well soon have a true leader in the White House.  Seriously, Obama, this isnt a game. This is being the leader of the free world. Go back to your looney-tunes professor job and community organizing and quit playing leader!"
131,Satire,"TRUMP PICKS EL CHAPO TO RUN D.E.A. NEW YORK (The Borowitz Report)Just days after picking Betsy DeVos to run the Department of Education, President-elect Donald Trump has tapped another wealthy outsider by naming Joaqun Guzmn, known as El Chapo, to head the Drug Enforcement Administration.  In an official statement, Trump said that El Chapos tremendous success in the private sector showed that he has what it takes to shake things up at the D.E.A.  Trumps appointment of the former drug lord surprised many in Washington, in no small part because acrimony between the two allegedly prompted El Chapo, in 2015, to put a hundred-million-dollar bounty on Trumps head.  But, appearing on CNN, the Trump surrogate Kellyanne Conway said that the selection of El Chapo should surprise no one. Mr. Trump always said that he would surround himself with the best people, she said.  When asked why Trump had readily offered a job to El Chapo while still mulling the fate of another former adversary, Mitt Romney, Conway said, El Chapo might not have voted for Mr. Trump, but thats because hes Mexican and in jail, and Mitt Romney is neither.  The appointment of the former drug kingpin is far from a done deal, however, as associates of El Chapo report that he is concerned that being a member of the Trump Administration would be bad for his brand."
132,Satire,"JINDAL SAYS HE DIDNT WANT TO BE IN LAME DEBATE ANYWAY CLEVELAND (The Borowitz Report)After being told that he did not poll well enough to participate in Thursdays nationally televised Republican Presidential debate, Louisiana Governor Bobby Jindal told reporters that it was no big deal, seriously, because I didnt want to be in that lame debate anyway.  I mean, at first it sounded like the debate might be cool, but, you know, the more I looked at it, it seemed like it was going to be pretty lame, Jindal said. I mean, look at some of the people who got chosen to do itlike Ted Cruz. I mean, seriously, Ted freaking Cruz? Thats going to be a lame debate.  Jindal said that, instead of participating in the debate, he was going to host a party for the other Republican candidates who were not chosen for it. I just sent out the Evite, and its looking good, Jindal said. Carly Fiorina, in. Rick Perry, in. That dude who used to be the governor of New York, in. I seriously just sent out the Evite, and all these awesome people are yeses.  Were going to have loads of snacks, and, yes, adult beverages will be served, Jindal said of the festivities. Its going to be a righteous party, and way better than being at some lame debate."
133,Satire,"Washingwoods New Theme Park: Romneyland Opening Day at Washingwoods first and only theme park may be less than year away, according to sources close to the author. I was able to borrow a copy of the visitors guide and provide you a sneak peek!  Welcome to Romneyland!  Rides and Attractions  Pirates of the CarriBain  Yo-ho, Yo-ho, A tax-pirates life for me! You, the kids, and your suitcases full of cash and investment funds are in for the thrill of your financial life as your million-dollar, 1400 horse-power speed boat blows through the bayou at a pulse-pounding 140 mph! Destination? The Cayman Islands! Fireflies light the way  but watch out for the shenanigans of Uncle Sam as he tries increase your marginal rate! You go, Corporate Raider! Hungry? Stop on your way back at the Bitch & Moan Bistro where you and your fellow investors scowl, bitch and moan about how much (wink-wink) income tax you all (wink-wink) pay! Have fun! Its all one big insider-trading joke! Afterward, make sure you and the kids have your picture taken with some of Romneylands most delightful characters: Warren Buffetts secretary!  The Haunted Foreclosed Mansion  Prepare yourself... if you dare! Enter this once happy homestead, this interior future playground of kids, grand kids, retirement and old-age... and watch out as The Sub-Prime Elevator which takes you slowly down to Toxic Mortgage Hell! Look in the Madness Mirror and see ghosts? Thats you, after endless, often sleepless nights of stress and worry, self-medicating as The Bailout Bank forecloses on your hopes and dreams! Run! Not everyone in Romneyland deserves to own a home... or rent one...or live in... anything with a roof over it! Its not your problem! Run!!! Run to:  Ron-Paul-Ryans Liberty Island  Cuz Its just a hop, skip and a jump to Ron-Paul-Ryans Liberty Island where everythings permitted and nothings allowed. Stroll around the island with The Doctor himself and his merry band of Tea-Partiers! Re-live the hilarity of the GOP Presidential debates! Have yourself a good old-fashioned laugh as you and the kids yell Let em die! at our cast of Trauma Patients with No Health Insurance as they get turned away from our down-to-the-last-detail Emergency Room. Hungry? Thirsty? Hot? Want some ice-cream and lemonade? Well, its all unavailable at the Cut from the Budget Caf. Yes, its a living, breathing Lord of the Flies, every-man-for-himself, Ayn Rand world out there and its time the young ones know it! And they will, because you can do whatever you want on Ron-Paul-Ryans Liberty Island (except the icky stuff you cant do like control your reproductive rights or be within spitting distance of a gay marriage... but you dont want to do that stuff anyway, right?). Sure, its a bit scary and confusing! But no worries! Because youre off the island and on your way to:  Mr. Founding Fathers Wild Ride  Where you and the family jump aboard a zany Habeas Corpus Cart thatll zip you through room after room of unbelievably life-like Founding Fathers. What a treat as The Founders explain their intentions AS WE NOW KNOW THEM TO BE! Still perplexed? Here comes the unbelievably life-like Justice Scalia! Hell explain it all to your frightened children! Watch with pride as he firmly tells your family that the Founders never intended anything except your right to carry a concealed semi-automatic weapon! And if that doesnt do the trick, head to the Romneyland RevolvingTheater and watch the breath-taking, zany acrobatics of the Corporations Are People Dancers! After the show, the kids will be so clown-shit crazy, theyll buy just about anything! Corporations are people. People are lizards. Dogs are bagels. Up is down. Night is day... Hey, folks! Its all good! Its Mr. Founding Fathers Wild Ride!  Afterward, why not gently canoe down the canals of the Axis of Evil Global Village. See a country you dont like? Set your coordinates and pick it off! Yes, in Romneyland its a small world and its getting smaller! Finally, wind up the day with a gentle stroll down Ghost Town Main Street. Check out the quaint shops. Hey! Theres the butcher, the baker, and the candle-stick maker! And theyre all standing outside their quaint shops which are all quaintly closed for business! Because its Sunday? No, Sir! Because its Romneyland!"
134,Real,"Before Trump's Presidency, US Privacy Board in Disarray A federal board responsible for protecting Americans against abuses by spy agencies is in disarray just weeks before President-elect Donald Trump takes office.  The five-member Privacy and Civil Liberties Oversight Board will have only two remaining members as of Jan. 7  and no Democrats even though it is required to operate as an independent, bipartisan agency.  The vacancies mean it will lack the minimum three members required to conduct business and can work only on ongoing projects. Trump would have to nominate new members, who would have to be confirmed by the Senate.  The board was revitalized after former National Security Agency contractor Edward Snowden's disclosures on the scope of U.S. spying in 2013. It notably concluded that the NSA's phone surveillance program was unconstitutional."
135,Satire,"Donalds New Restaurant A new gourmet restaurant has just opened in the White House, called the Osteria Trump. Here is the carte de jour:  APPETIZERS:  Cannelini Trumpetta  A dish of Truscan beans, guaranteed to make you fart, plus the privilege of writing your name on the wall of the White House lavatories: $100,000  Angel Hair Trumpasta  Thin spaghetti and noodles, with an 8x10 photo of Trumps public hair. $10,000.  Megastroni Soup  A quintuple serving of minestrone soup, as you take a quick peek into Trumps 2015 income tax returns. $1,000,000  MAIN DISHES  No-Shrimp Scampi  A seafood dinner with the biggest rascal of the timephotographs included. $50,000  Asshole Buco  Marrow-filled lamb, including a glimpse into Trumps buco in progress, The Art of the Steal: $100,000  Chicken Scalopenis  Eating a hefty fowl while watching Anthony Weiner expose himself. $500,000  Spin-Itch Last-onya  A flat pasta for people with sexually-transmitted infections. $500,000  Fried Grouper  A delicacy for the Groper-in-Chief  DESSERTS  Zabalone  An Italian sweet made with egg yolks that you can throw at your favorite lobbyists. $20,000  Pannetone  A sweet bread loaf, eaten by those who disagree with Broadway theatre awards. $20,000  Tiramisu  Marscapone custard and lady fingers which you can apply to any portion of your body. $50,000  Old Sfogliatella  A fashionable lobster lie told to people over seventy. $50,000  AFTER DINNER DRINKS  Liqueurs  Or, better still, let her lick yours. $500,000  Grand Mariner  Only served on the Trump yacht. $500,000  Grappa Di Vinacca  What the Trump doctrine is full of. $0  Cordial.  A drink and attitude not permitted on the Trump yacht or at the Osteria Trump . $0"
136,Real,"Carl Paladino, Trump campaign N.Y. co-chair, says his derogatory Obama remarks were a ""mistake"" ALBANY, N.Y. - A businessman who co-chaired the Trump campaign in New York state said Tuesday his recent derogatory statements about President Barack Obama and his wife werent meant for publication but were nevertheless inappropriate and a mistake.  Carl Paladino said he intended his email response to a weekly alternative publications survey to only go to a couple friends, not the newspaper. He said he mistakenly hit reply on his computer instead of forward.  The millionaire developer told Artvoice last week he hoped President Obama would die from mad cow disease and Michelle Obama would return to being a male.  In Paladinos Tuesday statement, first reported on Buffalos WBEN radio, he apologizes to minorities, saying he never intended to hurt them with his anti-Obama remarks. The comments sparked outrage from various political circles, including Trumps transition team, which called the developers comments absolutely reprehensible.  Paladinos comments even drew a rebuke from his own son William, who runs the familys development firm. The younger Paladino called the statements disrespectful and absolutely unnecessary.  The fathers earlier comments about the president prompted at least two petitions, one calling for his removal from the Buffalo school board and the other seeking the removal of his name from a student town house at St. Bonaventure University, his alma mater and recipient of more than $1 million in donations from Carl Paladino over the years.  Paladino, a school board member since 2013, also said he wont resign his elected position on the board.  No, Im not leaving the school board, he said in the statement, not when its time to help implement the real choice elements of Trumps plan for education reform.  The board is holding a special meeting Thursday to discuss board member conduct. In New York, school board members typically can only be removed by the state education commissioner.  Paladino, 70, unsuccessfully ran for governor in 2010 as a Republican. The Democrat who defeated him, Gov. Andrew Cuomo, called the comments about the Obamas racist, ugly and reprehensible.  Paladino made the comments Friday in response to an Artvoice survey that asked local artists, performers and business owners for their New Years wish list.  Asked what he would most like to happen in 2017, Paladino responded that he hoped Obama catches mad cow disease after being caught having relations with a cow, dies and is buried in a cow pasture.  Asked who he would like to see go away, he said Michelle Obama.  Id like her to return to being a male and let loose in the outback of Zimbabwe where she lives comfortably in a cave with Maxie, the gorilla, he wrote.  In an emailed statement to the AP, Paladino, 70, claimed his comments had nothing to do with race but instead reflected his opinion of the presidents performance in office.  Merry Christmas and tough luck if you dont like my answer, he wrote.  As recently as August, Paladino falsely claimed Mr. Obama was not Christian, telling the New York Observer that to average Americans, There is no doubt he is a Muslim.  And in 2010, Paladino was criticized after it was revealed he had forwarded to friends racially charged emails that depicted Mr. Obama as a pimp.  Paladino made no mention of any computer mistakes in a statement he released Friday after the publication posted his comments on its website. Instead, that statement ripped the Obamas, calling the president a yellow-bellied coward and claiming the first lady hated America before her husband won the White House."
137,Satire,"Announcing the Arnold Palmer Party  A Delightfully Refreshing Political Alternative Like growing numbers of Americans, I am disgusted by what presidential historian Douglas Brinkley has accurately but politely described as the hyper-partisanship of todays political discourse.  We are a house badly divided. Worse yet, were like a family where the family members cant even have a civil dinner table conversation. Actually, we cant even keep the lasagna on our plate without flinging a forkful across the table.  The Debt Ceiling Debacle is the latest stop  perhaps the end of the line  on the train to nowhere that the American political conversation has become. Its like the Democrats and Republicans are drag racing down Constitution Avenue, making obscene gestures at each other, hurtling unbeknownst (or, worse yet, knowingly) towards certain death. Only, oh yeah, were in the backseat.  Then there is just the sheer exhaustion of daily exposure to strident, mean-spirited and jabbering politicians who have misplaced their prescriptions for chill pills. I mean, really, a roiling, broiling over-heated non-debate is absolutely the last thing we need in a summer marked with sustained record-breaking temperatures. Its saying a lot when, this July, more Americans will succumb to political exhaustion than to heat stroke.  Its all so enervating. As Huff Post blogger and Columbia University professor Trey Ellis keenly observed a few days back, Cubs fans are less depressed than fans of a brighter American future.  Taxation without Representation  or Sanity  The problem with this political shrilly season  besides the fact that it is bringing us to the brink of financial ruin  is that almost no ones point of view is being represented. This is worse than Taxation without Representation; this is Taxation without Sanity.  Whos to blame for this sorry and troubling state of affairs? Some point their fingers to the Tea Partys cold and calculated hijacking of the Republican agenda. Others blame the Pelosi-Reid Cabal (which, I was surprised recently to learn, is not an indie rock group). All I know is that 200 million or so Americans are left with no voice in whats supposed to be a representative system of government.  Well, just like Howard Beale, anchor of the fictional UBS Evening News from Network, who 35 years ago brought the nation together in frustration, I am also opening up my window to the world and shouting, Im mad as hell, and Im not going to take this anymore!  It is time for America to reestablish and reclaim the middle ground with a third party that we can all get behind. Thats why, today, I am announcing the formation of the Arnold Palmer Party (APP). Our singular goal: to refresh the American political discourse.  Get Down with APP  Our party takes its name from the popular summertime refresher  the Arnold Palmer  a delightful, hard-to-resist combination of iced tea and lemonade named after that famous middle-of-the- fairway golfer (and all-around decent human being), Arnold Palmer.  I mean, really, if iced tea and lemonade  once thought an unlikely and unappetizing combination  can get along...  And consider this important point: the Arnold Palmer Party is steeped  literally and figuratively  in tradition. The Tea Party may invoke the famous goings-on in Boston Harbor 238 years ago; hell, we drink from that cup. Further, the Arnold Palmer Party is founded on that fundamental expression of American optimism and resolve: When life gives you lemons, make lemonade (and then mix it in equal parts with some fresh-brewed iced tea).  Look, the Tea Party is not without its redeeming qualities. Its hard to argue that we can blithely ignore an ever-expanding Federal government and personal responsibility is almost always a good thing. On the other hand, how much money do really rich people really need and what about the lemonade values of shared responsibility, cooperation, equality and empowerment? Which brings us to the Arnold Palmer Party.  Our party is all about solutions and reinvigoration, about ensuring that the interests of those of us who are not two standard deviations away from the middle remain front and center in the public debate on issues of consequence, and about fostering (indeed, insisting on) a constructive, respectful and unhysterical political conversation. We are founded on these five simple tenets:  We reward collaboration and compromise, not conflict and conflagration; We believe in possibility and creative problem-solving; We only support political candidates who are civil, cooperative and well hydrated; We sign scorecards, not pledges; We believe in fair play.  Lets reclaim the political conversation. We can do this, America. Like Arnold Palmer (the golfer) once said: The most rewarding things you do in life are often the ones that look like they cannot be done. Like everybody coming together to form an even more perfect Union, maybe?  Its time for a new Arnies Army to assemble and walk the fairways of American political discourse. The Arnold Palmer Party. Join us. Because, after all, whats a party without a beverage?"
138,Satire,"U.S. SEEMINGLY UNAWARE OF IRONY IN ACCUSING SNOWDEN OF SPYING WASHINGTON (The Borowitz Report)The United States government charged former intelligence analyst Edward Snowden with spying on Friday, apparently unaware that in doing so it had created a situation dripping with irony.  At a press conference to discuss the accusations, an N.S.A. spokesman surprised observers by announcing the spying charges against Mr. Snowden with a totally straight face.   These charges send a clear message, the spokesman said. In the United States, you cant spy on people.  Seemingly not kidding, the spokesman went on to discuss another charge against Mr. Snowdenthe theft of government documents: The American people have the right to assume that their private documents will remain private and wont be collected by someone in the government for his own purposes.  Only by bringing Mr. Snowden to justice can we safeguard the most precious of American rights: privacy, added the spokesman, apparently serious."
139,Fake,"OTTOMANS WERE THE FIRST TO REACH THE MOON, SAYS TURKISH PRESIDENT Istanbul| Ottomans were the first to walk on the surface of the moon, not Neil Armstrong, said Turkish President Recep Tayyip Erdogan, yesterday, during an iftar (fast-breaking) dinner hosted by the Turkish Green Crescent.  Mr. Erdogan claimed that Muslim explorers reached the Moon more than 300 years before the beginning of the Appolo program, vowing to build a mosque in the crater where they landed.  It is alleged that the first man to walk on the moon was Neil Armstrong in 1969, Erdogan said. In fact, Muslim space explorers reached our satellite 334 years before that, in 1635. Everyone knows the story of the famous aviator, Lagri Hasan elebi, the Ottoman Rocket Man, who made the first successful manned rocket flight in 1633. What you might not know, is that he attempted to reach the moon, two years later, and could very well have succeeded!  The story of Lagari Hasan elebi was purported by a famous 17th century Arab merchant and traveller, Mehmed Zilli, also known as Evliya elebi. In his famous travelog, he explains that Lagari Hasan elebi launched in a 7-winged rocket using 50 okka (63.5 kg or 140 lbs) of gunpowder. It took off from Sarayburnu, a site below the Topkapi Palace in Istanbul.  As Evliya Celebi wrote, Lagari proclaimed before launch O my sultan! Be blessed, I am going to talk to Jesus!, before lighting the rockets gunpowder.  He then ascended more than 200 meters in the air and landed in the sea, hundreds of meters from his takeoff point. Swimming ashore, he allegedly reported: O my sultan! Jesus sends his regards to you!.  This 17th-century engraving depicts one of Lagri Hasan elebis famous rocket flights, but its unclear if it represents his first flight or his attempt to reach the moon, in 1635. President Erdogans surprising claim generated some whispers and laughter from the audience, a reaction that clearly angered the Turkish politician. He slammed the skeptics for mocking his claims, adding that he would soon have the proofs to back his claims.  Why do you not believe it? Because youve never believed that a Muslim can do such a thing, just like youve never believed that our ancestors could manage to launch ships in the Golden Horn after transporting them across land, Erdogan said, referring to Ottoman Sultan Mehmet IIs conquest of Istanbul in 1453. This claim is not new. A number of academics in Turkey and in the rest of the world have made this claim, and I believe they are right. NASA may have destroyed most of the physical evidence of the Ottomans success during the Apollo 11 mission, but well try to find any evidence that might have escaped the cover up.  The Turkish President did not, however, give any precision about the proofs he was expecting to find nor how he was hoping to gather them.  ottoman The description of the flying engine used by Lagri Hasan elebi is pretty vague and doesnt really allow modern scientists to accurately recreate the design. This sketch shows the basic design as it is described, but is almost certainly incomplete or partially inaccurate. The story of Lagri Hasan elebi is considered a legend by most historians, and most experts believe that it is impossible that the aviator could have survived a flight into outer space.  His first flight was, indeed, addressed in an experiment by the television show MythBusters, on November 11, 2009, in the episode Crash and Burn.  The rocket constructed for the TV show did not adhere closely, however, to Evliya elebis descriptions and the final design did not attempt to utilize materials of the period;  The team noted that Evliya elebi had not sufficiently specified the alleged design used by Lagri Hasan, but concluded that it would have been extremely difficult for a 17th-century figure, without access to modern steel alloys and welding techniques, to land safely or even achieve thrust at all. This conclusion was backed by the fact that, although the re-imagined rocket rose, it exploded in midflight"
