,label,content
1983,U,"Two paramedics in Israel, a Muslim and Jew, take a break to pray together. One prayed in the direction of Mecca, the other toward Jerusalem"
1984,F,Indian Ministry of Health and Family Welfare as issued an office memorandum declaring compulsory holiday in four Indian states
1985,F,Ads selling masks protecting against CoV
1986,U,How Coronavirus Could Impact the Global Supply Chain by Mid-March https://t.co/HEskTXaYKo
1987,T,https://t.co/SrgJq3Voae This is worth a listen. #coronavirus #coronavirussingapore #leehsienloong
1988,T,"@taylorswift13 You be careful in Paris, lots of prostesting going on there. Corona Virus is getting worse not better. Make sure you wash your hands as much as possible. Several cases in Paris"
1989,F,“‘The Simpsons’ predicted Tom Hanks getting coronavirus in 2007.”
1990,T,"Hillsong Pastor Carl Lentz, a prominent Hillsong Church pastor in New York City tests positive for coronavirus: 'The symptoms are so real'"
1991,U,All this American media-sponsored hysteria over “”Coronavirus”” like these fucking anti-vaxxers aren’t in our backyard tryna kill us with their bacteria-infested spawn
1992,U,Why are we bringing people back from China simply to put them in isolation let the fukin. Chinese do that. FFS
1993,F,People in italy are dropping their money on the streets because of COVID19 crisis
1994,U,Coronavirus Seems to Be Striking More Adults Than Kids
1995,T,"Hilarie Burton says she's been sewing masks for health care workers, encourages fans to do the same"
1996,U,"""No matter where you are, this is coming to you."" Los Angeles Mayor Eric Garcetti had a grim warning about the coronavirus pandemic for cities in California and across the country"
1997,T,HISD cancels food distribution as COVID-19 precautions heighten
1998,U,Coronavirus: Hong Kong health workers to strike in border row with China
1999,T,"Regardless of where one stood on the sensitivity of this event, the fact that the university stepped in to investigate the students who held this event is worrisome.https://t.co/uVOqxg4V3n"
2000,T,"Rapper Scarface -- real name Brad Jordan -- has revealed that he tested positive for coronavirus. The musician made the announcement on his former bandmate's YouTube channel, saying the last few weeks have ""been an ordeal."""
2001,U,People online address Xi Jinping while skipping all the censorship trigger words
2002,F,A sensationalist headline claiming that there is a new virus in China – the Hantavirus
2003,U,"Dr Charlotte Warren-Gash, associate professor of epidemiology at the London School of Hygiene and Tropical Medicine, said that NSAIDs like ibuprofen “should be prescribed with caution for people who have underlying health conditions”"
2004,U,"As the coronavirus spreads, fear is fueling racism and xenophobia"
2005,T,#Tesla Started to Deliver Model 3 in China Which Was Stopped Earlier By Coronavirus #Model3 #EV https://t.co/moGbLfTX1g
2006,F,"A video of food packets deposited on a street has been viewed millions of times on Facebook, Twitter and YouTube alongside a claim it shows food donations for people in Turkey during a novel coronavirus lockdown"
2007,T,"Coronavirus testing is free, but there could be other costs"
2008,U,"Bill Gertz reporting is correct, China was using Wuhan facility for bio weapons research - buried in the civilian stuff. But no evidence that coronavirus is a bioweapon gone wrong. In part, because it’s not killing many people. And the Chinese have some quite unpleasant weapons"
2009,F,"""Being exposed to the sun for several hours"" kills the 2019 coronavirus"
2010,F,"Consuming magnesium chloride, sodium bicarbonate, ginger and lemon juice prevents coronavirus infection"
2011,U,40%-70% of adults could catch coronavirus in the coming year
2012,U,"@omen_syria Before Castro was approached by Soviets, Cienfuegos, Castro's 3rd in command and the second most famous revolutionary in Cuba traveled through the US seeking assistance &amp; resolution, Cuba knows that a good relationship with the US would benefit them better than Russia or China"
2013,U,Thai doctor says new drug combination treated coronavirus patient
2014,F,Mosquito bites can infect you with the virus
2015,F,UK has reported a case of coronavirus in Liverpool
2016,F,"There is ban on the sale, purchase or consumption of alcohol in the UK"
2017,F,"A video has been viewed thousands of times in multiple posts on Facebook, Twitter and YouTube which claim it shows Chinese police arresting people infected with the novel coronavirus, COVID-19"
2018,F,Coronavirus Discovered In Broilers Chicken
2019,T,"Health officials advise people to wash their hands regularly, avoid touching their faces and disinfect their homes daily to prevent the spread of the coronavirus"
2020,F,"China seeks court approval to kill over 20,000 coronavirus patients to stop the spread of the outbreak"
2021,T,#USDJPY trading heavy with US yields into the NY close. #USDCNH back up to 6.91 handle. WHO delays decision by a day on whether to declare #WuhanCoronavirus an international emergency (CNBC) $JPY Daily https://t.co/ujTLCB8srw
2022,T,Former Miss Hawaii Jeanné Kapela is pleading with decision-makers in her native state to order people to “shelter-in-place” and to shut down schools and businesses indefinitely in order to protect its residents against the spread of coronavirus after she tested positive
2023,F,"something specific to COVID-19, this new coronavirus strain-its small size- makes it unable to be protected against"
2024,F,This video shows a man eating a bat soup in a restaurant in China
2025,U,So...the Chinese government is busy killing protestors in Hong Kong while the entire city of Wuhan is suffering from an outbreak of Coronavirus that may very well spread worldwide killing millions
2026,F,Corporation of Chennai has closed all vegetable and fruit markets in various parts of Chennai has been shared on WhatsApp and Facebook amid the coronavirus outbreak
2027,T,Something about this new coronavirus doesn’t seem right. WHO and CDC have been alarmed long before there were 17 deaths (in the entire world). That by itself is unusual. They’re usually late to the game. Wonder what is up here? https://t.co/plHaoCitkW
2028,F,Coronavirus patient arrested in Punjab
2029,U,"""Coronavirus may have sprung from 'perfect mixing pot,' infectious disease doctor says"""
2030,T,"Proving it's about Politics and not facts. Bush fires, Corona virus and an already slowing world economy and it's the LNP's fault if economy struggles. FFS How about working for the public than your own BS. This is why NO ONE trusts Pollies"
2031,U,"#WhatWouldJulianSay China expels 3 of Rupert Murdoch’s 'Wall Street Journal' stenographers, citing racist headline → https://t.co/ZLgRGThAec https://t.co/Ns31cf4EXg #FREEAssange"
2032,U,@HimaliKanchha @Trailokyaaryal Recently China thanked Canada for not sensationalizing the virus like Americans are doing. That says a lot . China is getting reallly sensitive to this bcoz the Economy depends on it . Main thing is they are trying to control it unlike Saars time
2033,F,coronavirus not killer disease
2034,U,"Kimberly Anne Possible @_indiekim For those of you that might still not know, it was confirmed that the coronavirus was traced from the Wuhan Live Animal Market in China. So these people really think it’s okay to eat WILD LIVE animals that carry DISEASES, and think they’re not gonna get sick???? Oh man"
2035,T,Abbott issues proclamation to allow local elections set for May to be postponed. The proclamation suspends provisions of the Texas Election Code to allow local governments to postpone their May 2 elections until November
2036,F,MOSTLY “Italy has decided not to treat their elderly for this virus.”
2037,F,"Partially The Indian health department has issued a notification advising people to drink only 50-80ml of water, avoid spicy food, and not travel in crowded spaces till March 2020"
2038,T,Internet connectivity is a crucial aspect of business continuity plans during a pandemic. The Principal Secretary IT held talks with service providers to ensure this. Providers have informed that they can raise network capacity by 30% to 40% to meet the surge in demand. #COVID19
2039,F,China Killed Pigs For Fear of coronavirus
2040,F,"A post has been shared multiple times on Facebook in March 2020 that claims China and Japan are “free” of the novel coronavirus, which causes the disease COVID-19"
2041,U,".@ewarren’s competence, respect for others and status as the nation’s first female president would be a fitting response to the ignorance, sexism and xenophobia of the Trump Oval Office, the Register’s editorial board writes. #IAcaucus"
2042,U,For coronavirus cases “in the U.S. 38% of those hospitalized are under 35.”
2043,F,An official decree taken by the government says the military will have to help in the hospitals
2044,F,"Partially A photo claimed that military vehicles are combating COVID-19 in Palermo, Italy"
2045,F,"Details of three Coronavirus positive cases reported in Kothapet (Hyderabad, India)"
2046,U,Wuhan virus fears become new source of unrest for battered Hong Kong - The Straits Times
2047,U,#China spurned #CDC offer to send team to help contain coronavirus: #USHealthSecretary https://t.co/3q5Z0YBpIO #FoxNews @GlobalCRL :Rejection of qualified offers of cooperation and assistance in a #GlobalEmergency appears as a selfish and arrogant mistake by #CCP. @demosisto
2048,F,only old people contract covid-19 and children cannot contract covid-19
2049,U,That video from China (if real) is pretty disturbing
2050,T,"it is only a matter of time until there is a case in the UK, given the ease with which the new coronavirus is now believed to pass from one person to another"
2051,F,Israel has had no deaths from coronavirus because people in the country have been cured by drinking hot water with lemon and bicarbonate of soda at night
2052,U,"""It will also enable researchers to develop a test to identify people who might be infected with the virus, even before they show any symptoms."""
2053,U,"Coronavirus! What really is it's origin? Wuhan, China has the only bio warfare facility in China. Hey! Hey! Just because I'm paranoid doesn't mean they aren't after me. https://t.co/YT42oIRu0M"
2054,U,"very respirator mask that's available right now should be going to a healthcare worker on the front lines, caring for coronavirus-infected patients, and should not be sold in stores to consumers"
2055,T,Officials in South Korea said Wednesday that they plan to provide coronavirus testing kits to the U.S. after President Trump made a request for help to cope with the pandemic
2056,F,"Coronavirus pneumonia is similar to a dry cough & Hot Weather, Garlic And Hot Water Are Remedies for COVID-19"
2057,F,A video claims to be showing an Eid prayer in China in dec 19
2058,U,"""Just soap and water can be very effective, even more effective than the hand sanitizers."""
2059,U,"@NathanGrubaugh @KindrachukJason @COVID2019_ @Power__Play Mathematically you will rule out ""Mars"" and settle on the virus research lab in Wuhan as the most probable COVID-19 hotspot, putting in to consideration the kind of research they have been doing on Bat Immunity (Knock outs)"
2060,T,"The election was originally scheduled for May 26, but it has been postponed ""in conjunction with the state's ongoing efforts to mitigate the spread of COVID-19,"" says a release from the governor's office"
2061,F,telecommunications services in the country will crash
2062,F,This video shows the Wuhan market where the virus comes from
2063,T,Cruz voted against an amendment in the U.S. Senate in 2015 that would have provided seven days’ paid sick leave
2064,T,True A WhatsApp chain cites real research on the survival of different coronaviruses in various materials and in the air
2065,U,#day8 #coronavirus #CoronavirusOutbreak #quarantined on #DiamondPrincess a daily normal life is showing in front of me through the bridge. I believe I will experience this bridge soon after 19th #HanginthereDiamondPrincess https://t.co/poLx186d1d
2066,U,Despicable! Celebrating the lethal virus! Based on belief that only Chinese will die! Commerce secretary says deadly coronavirus could be good for America https://americanindependent.com/wilbur-ross-coronavirus-china-us-economy-commerce-secretary-donald-trump-fox-business/ …
2067,T,Korea has been doing such a great job! I’m just a lil bit worried what happens when we reach the tipping point and the health system gets overwhelmed https://t.co/OyojzyfI4V
2068,U,#breaking So is this an admission from #china that they have been covering up the #coronavirus until this point? I guess they figured it's too big to hide anymore. https://t.co/gJ9UswZNaA
2069,T,"This is wildly untrue and deeply dangerous misinformation to spread. Children of all ages can very much catch COVID-19, kids with existing respiratory problems are high risk, even asymptomatic people can spread the virus"
2070,F,Two men identified as “the owner of Carrefour” supermarkets in Brazil in videos where they criticized lockdown measures
2071,F,Sunlight actually can kill the novel coronavirus
2072,F,"By e-mail sent to major newsrooms, Portuguese government announces cancellation of great projects of airports, due to the finantial restrictions caused by the impact of coronavirus"
2073,F,"Anyone know if chocolate is good for colds? CDC lists chocolate above rest, vitamin C , and Hallmark movies"
2074,T,"#Repost | No confirmed case of coronavirus in India so far, but over 100 currently under observation Civil Aviation Ministry has initiated the thermal health screening of passengers arriving from China, where the novel virus has killed 80 people so far. https://t.co/gcLSkdyuwx"
2075,F,Partially A message that claimed that an electric company in Spain was offering 25% discount to its customers for the coronavirus
2076,F,Video made by Dr. Mario Pesaresi in which he recomends water steam to deactivite the coronavirus
2077,U,China sends planes to bring 'stranded' overseas residents back home to Wuhan
2078,T,"He writes: ""One of the great missteps of this pandemic was that, in the government's effort to reassure the population and prevent panic, there was false reassurance that young healthy people without other illnesses are essentially safe from coronavirus. This is quite untrue."""
2079,F,Covid19: seven children died in Senegal after being vaccinated
2080,U,"Dept of Health and Family Welfare Services, Karnataka: Till date, 29 samples tested negative. The border districts of Mangaluru, Kodagu, Chamrajnagar and Mysore are on high alert"
2081,F,"All people in public places in Wuhan are now required to wear masks, local government says"
2082,F,"In the Chinese city of Shandong, no one gets COVID-19 because it’s full of garlic"
2083,F,Penjab autorities advised not to eat goat meat for 60 days
2084,U,Hong Kong medical workers strike to demand total border closure
2085,F,"King Khan (Shah Rukh Khan), son of Pakistan, contributes Rs 45 Crores to Pakistan and not a single rupee to Indian citizens to fight the Coronavirus pandemic. Don't watch watch his upcoming cinemas"
2086,F,an officer died from coronavirus
2087,U,iPhone supply delays could extend into April as suppliers battle coronavirus (AppleInsider) https://t.co/dM9QRZN6up
2088,F,hospitals have never set up surge tents before
2089,F,The king of Spain can supposedly dissolve the congress and appoint an emergency government during the state of alarm
2090,F,"MOSTLY “U.S. deaths since 1/22 (2020): COVID-19: 27, flu, 4,700; abortion: 118,000.”"
2091,F,Audio claiming India would be put under a complete lockdown
2092,F,"Pseudoscience, fake news, Coronavirus was created in the lab in order to destroy the Chinese economy. The vaccine is already available"
2093,U,"President Trump, fearing an economic catastrophe ahead of the November election, is hoping to swiftly remove the severe health restrictions imposed to fight the coronavirus pandemic. But that could lay the groundwork for a repeat of the Great Depression"
2094,T,"Shahzaib Rahujo, who studies at a university in China, around 1,000 kilometres away from Wuhan, reached his village late Saturday night. https://t.co/9yHTazFOVx"
2095,T,New Zealand to impose month-long coronavirus lockdown as residents told to 'go home'
2096,U,Americans are stockpiling eggs during the coronavirus crisis as they cook more meals at home
2097,F,Chinese authorities identified a 24-year old man Yin Dao Tang from Hubei province as the first case of the novel coronavirus that emerged on November 17
2098,F,Vaccine was reportedly distributed to shops and homes in one particular area of the Venice region
2099,U,HHS official insists New York is getting everything it has asked for to deal with coronavirus
2100,U,"@unhealthytruth @MsK89680121 If it takes four men to get one person that’s suppose to be sick then there’s definitely something else going on here...a sick person doesn’t have this kind of strength. Besides if you think you’re gonna get help, why fight back? Something very bad is going on in China"
2101,U,A traditional Chinese remedy said to help fight Wuhan coronavirus sparks skepticism -- and panic buying
2102,U,"There is no ""massive tariff money"" coming from China. If there was, it would have been here long ago. Farmers will continue to suffer while Trump funnels money to the rich. https://t.co/Pmi2LGMsDC"
2103,U,"of course it's one of the Liberal provinces. Pretty sure the rest of the country doesn't care and understands. I just asked my chinese students if they went to Wuhan. They say yes, I demand hazard pay"
2104,F,Vitamin helps against CoV
2105,T,"Bon Jovi keyboardist has contracted coronavirus as well. The 59-year-old musician made the announcement on Instagram, noting that he's ""feeling better each day."" He also urged his followers to remain calm, explaining that worse sicknesses have spread across the globe in the past"
2106,F,5G Technology Believed To Have Caused coronavirus
2107,F,"Donald Trump stated on March 4, 2020 in a meeting at the White House: “The Obama administration made a decision on testing that turned out to be very detrimental to what we’re doing” on the coronavirus"
2108,F,2019 novel coronavirus can be cured by one bowl of freshly boiled garlic
2109,F,Gates Foundation funded development of coronavirus
2110,U,true Malaysian hero 👏 https://t.co/2Nj1nFG543
2111,F,"the tweep who said that coronavirus has killed his cousin, who is a medical doctor & in her 30's"
2112,T,The NHL announced Wednesday it postponed three events slated for June because of the growing uncertainty around the impact the coronavirus will have on the league
2113,F,China Declares Nuclear War On America
2114,T,"Idk why this isn’t a stat you see more often with the Coronavirus news but of the 90,000 diagnosed with it since it began 52,000 have recovered"
2115,F,"Coronavirus was made in lab, with preexisting patents for a vaccine. The Bill and Melinda Gates foundation is involved in spreading the coronavirus"
2116,F,The same people who don’t wash their legs got the nerve to be worried about coronavirus…
2117,F,Strange coincidence that all worst affected Covid19 cases are along the same Latitude 40ํ: From left: France Italy Iran Wuhan S.Korea Japan Seattle Washington NewYork。
2118,F,"Big Breaking: Nazma begum ( 43 ) sitting in # ShaheenBaghProtest was not feeling well. Doctors found her coronavirus positive. She denied the treatment and again went to ShaheenBagh, What kind of moron are these people? # CoronavirusReachesDelhi"
2119,F,"A man in Poland who claimed he had a journalist friend with close ties to political decision-makers, said that as of last Sunday, the president would introduce an “emergency state” and that people wouldn’t be able to leave their houses for three weeks"
2120,U,"Should we be worried about coronavirus in #Thailand? Yes and no. The chance of people getting the virus is low. Even though there are 4 confirmed cases, they all had direct connections with Wuhan. However, up until 22 January, most Chinese from Wuhan flew to Bangkok"
2121,U,watching AUTO-FOCUS four times a day for three weeks straight can defeat the Coronavirus
2122,F,"If you can hold your breath for more than 10 seconds, you are not infected by coronavirus"
2123,T,Denver Broncos general manager and team president John Elway joined calls for the NFL to postpone the draft because the coronavirus pandemic has made it difficult for teams that need more time to better vet their prospects
2124,T,Delaware closes its beaches after there was crowding on the Rehoboth boardwalk in response to coronavirus
2125,F,Extremely alarming that Yemeni citizens are strugglling to leave China with zero support from the Yemeni govt as the #cron…
2126,F,"The coronavirus outbreak is not actually caused by a virus, but by 5G technology"
2127,T,"Texas Congressman Michael McCaul, Republican member of the House Foreign Affairs Committee, reacts to the shortage of medical supplies for nurses and doctors amid the coronavirus outbreak. He says front-line health care workers are biggest priority in $2T relief bill"
2128,T,The World Health Organization debunked rumors that exposing yourself to the sun can prevent the coronavirus disease 2019 (COVID-19)
2129,T,"The next time the government or its shady advisors talk about the BBC license fee, I am sure the Beebs esteemed journalists, will start talking about its integrity etc. That narrative goes with their promotion of #Farage on Newsnight with expert opinion! on Coronavirus "
2130,T,Coronavirus panic leaves London's Chinese district almost empty China Town is a #GHOST Town: #Coronavirus #panic leaves #London's Chinese district almost empty after first confirmed case of deadly bug in the capital https://t.co/Ps2jNOLcHx via @MailOnline
2131,F,This photo shows French nurses holding a sign to denounce police violence
2132,F,Cov case in Uttar Pradesh district
2133,F,Covid-19 was given its name by geographic references
2134,F,"An image on Facebook claimed that hundreds of infected people are hidden in Lithuanian hospitals, and were taken to crematoriums"
2135,F,the number of Chinese people in Britain with confirmed cases of coronavirus is still fewer than the number of Chinese people doing comedy so if you see a Chinese person on the tube and assume they are a comedian that would be statistically less racist
2136,U,Iran Caught Selling its Citizens Fake Anti-Bacterial Spray Against CoronaVirus https://t.co/n4SRgcF0xT #prepper
2137,F,Image Show Dead People On The Streets Of China
2138,F,CDO is COVID-19 free
2139,T,"A man who lives in Snohomish County, Washington, is confirmed to have the first US case of Wuhan coronavirus"
2140,F,The deadly animal-borne coronavirus spreading globally may have originated in a laboratory in the city of Wuhan linked to China’s covert biological weapons program says Israeli biological warfare analyst
2141,U,Disabled Chinese boy dies while father in virus quarantine
2142,F,Beef meat is the best vaccine against CoV
2143,F,Popping bubble wrap does not exposes people to coronavirus
2144,T,"The U.S. will begin — at JFK, LAX and SFO — screening passengers who are traveling from Wuhan, China, for a virus that has caused a pneumonia outbreak in that city. The CDC says at this moment the risk of infection to the general American public is low"
2145,T,"All the respect to the doctors, nurses and all the medical staff fighting to save the victims of the #coronavirus they are in the middle of a war. Hope they stay safe and can go back to their family peacefully 😔♥️♥️#notallheroeswearaCape praying for you ✊ https://t.co/6FA8scSpIt"
2146,T,We wish to dispel rumors circulating in chat groups claiming telecommunications services in the country will crash. These reports are untrue and should be treated as fake news
2147,F,Disinfectant gel causes cancer
2148,T,Kansas National Guard working to dispel pandemic rumor http://dlvr.it/RT7j8D
2149,F,Partially Zhong Nanshan: shower may cause coronavirus infection according to cases in Hong Kong and Diamond Princess
2150,U,"CORONAVIRUS OUTBREAK: The 2nd U.S. case of the pneumonia-like illness was confirmed in Chicago Friday, as @CDCgov checks at least 63 possible domestic cases. Coronavirus has killed more than 40 in China and infected more than 1,000, Dean Reynolds reports"
2151,F,5000 million Rupees fund allocated by Telangana CM KCR for coronavirus prevention is entirely funded by Central Government
2152,T,"The largest hotel company in the world, Marriott International Inc., announced Sunday it will furlough thousands of corporate employees across the globe as the company is forced to scale back due to the coronavirus pandemic"
2153,F,"Nancy Pelosi wouldn’t release 8.5 billion for Coronavirus without abortion funding, so Trump went around her to declare a National Emergency and got 50 billion"
2154,T,"A man who was fined $145 in France last week after piloting a small aircraft during a nationwide lockdown to contain the spread of the coronavirus told authorities he was “bored” and wanted “fresh air."""
2155,T,"United Kingdom immigration officials have detained and tested nearly 100 migrants attempting to enter the country Wednesday during the coronavirus outbreak, a report says"
2156,F,If you have the Flu… get these two items… Sambucol (and) Oscillococcinum… in 48 hours you will feel better. In 72 hours you will be almost symptom-free
2157,T,"Does makeup spread Covid-19? We don't know about how it persists in beauty products; however, according to Dr. Angela Rasmussen, the virus need a host cell to replicate. It won't be able to live for more than 12hours outside a host. This is why makeup products don't propagate it"
2158,U,China accused of lying over true scale of coronavirus
2159,U,China’s Government Is Like Something out of 1984 -- SEE ALSO The Social Credit System WIKIPEDIA governmenthttps://www.nationalreview.com/2020/02/china-communist-government-technological-revolution-orwellian-dictatorship/
2160,F,Caffeine is a type of methylxanthine and helps in good airway control and affect viral infections
2161,U,"BREAKING: Three Chinese nationals were admitted to the San Lazaro Hospital in Manila after displaying symptoms of flu, an official of the hospital confirmed. Two of them have travel history from Wuhan, China, the center of the novel coronavirus. | via @MBMinkaTiangco"
2162,U,"Doctors in India have been successful in treating coronavirus with a combination of drugs (Lopinavir, Retonovir, Oseltamivir along with Chlorphenamine) and are going to suggest the same medicine globally"
2163,T,"A letter to our Community: To keep our people, our clients, our partners, and our communities safe, our boutiques will be closed until further notice. Should you need some normalcy http://aritzia.com and @aritzia will continue to be there for you"
2164,F,Evidence Shows The WHO Director-General Overstated COVID-19 Fatality Rate
2165,F,Tuit reports that Brazilian president Jair Bolsonaro has tested positive for the coronavirus
2166,U,Volunteers across the US have formed sewing groups to make as many masks as they can for hospitals in need of more supplies
2167,F,Homeopathic supplements have proven to treat the flu
2168,T,Judge denies Tekashi 6ix9ine's request to serve out sentence at home amid coronavirus fears
2169,F,Photo shows Palestinians Solidarity With Italy
2170,F,"Raúl Rodolfo Abhuz Khan, a biochemical engineer from Karmalah laboratories creator of the coronavirus"
2171,T,Jaguar Land Rover#39;s UK output threatened by coronavirus-linked parts shortage https://t.co/bMHTziKQKu
2172,F,Five helicopters are spraying desinfectants over German cities
2173,T,[Non-Meteorology] We (in 🇭🇰 Hong Kong) just had the first case of #WuhanCoronavirus 2019-nCoV... The patient is a tourist from #Wuhan... Four family members of him were NOT quarantined but flew to 🇵🇭 #Manila onboard #CebuPacific flight #5J111 today... https://t.co/MsL37dxfs8
2174,F,"According to a news report, a doctor in the Wuhan hospital was seen collapsing and later lost his life as a result of being infected from the coronavirus 2019-nCoV in front of patients and hospital staff"
2175,F,African Americans are less likely to contract the virus
2176,T,"Idris Elba announced on Monday that he tested positive for coronavirus despite being asymptomatic. Since then, the 47-year-old actor has updated his fans, saying that he's ""feeling OK,"" and urging followers to take care of themselves"
2177,F,the coronavirus is just being used to end the Hong Kong riots
2178,U,China #coronavirus: evacuation begins of US and Japanese citizens in Wuhan – live updates
2179,T,"On Tuesday, American health officials confirmed the nation’s first case of the novel coronavirus"
2180,U,@FreedomHKG @bb20428139 Hong Kong will become another Wuhan if its borders are not closed soon enough‼️ Please help by signing this petition✍🏼✍🏼✍🏼 https://t.co/TjCPsiQG0F
2181,F,This photo shows a Japanese medical professional going to provide aid in Wuhan
2182,F,Vitamin C and lemon water prevent coronavirus
2183,T,"London's firefighters have agreed to deliver food and medicine, drive ambulances and retrieve bodies during the Covid-19 pandemic, as former ambulance staff and police officers were urged to come back to the front line"
2184,T,Wuhan Coronavirus: C.D.C. Identifies First U.S. Case in Washington State - The New York Times https://t.co/eFtZSocHBQ
2185,F,Pier Luigi Bersani: None of the confirmed cases are related to China. coronavirus might have occured in Italy before China
2186,F,Donating Plasma Or Blood Is Free Testing For The coronavirus
2187,F,Actor Vijay donated 3 billion (300 crore) rupees for coronavirus relief
2188,F,Boiled sumac cures COVID-19
2189,T,"Washington Redskins' Adrian Peterson donates $50,000 to support HISD’s food distribution sites"
2190,U,Shanghai stocks hit by $370 billion wipeout as virus fears pound Chinese markets -
2191,T,Oregon health officials release more information about 3 people who tested positive for coronavirus https://t.co/Cgx5OJDOGd
2192,F,"Dow jumps 400 points, S&P 500 closes at record as market shakes off coronavirus fears"
2193,U,"@BregmanPs @stevebenen China's growth &amp; power grab didn't occur within the last 3 years. China has been enabled for decades. Your bio indicates you're a bright man, but your statement is inane"
2194,T,There are now more than 500 cases of novel coronavirus in the US https://www.cnn.com/asia/live-news/coronavirus-outbreak-03-08-20-intl-hnk/h_9d766c83ab186b483ef14822ae09e763 … Stop promoting fear CNN. You guys are very misguided in your information
2195,F,Propolis cures COVID-19
2196,F,Services such as Netflix and Amazon Prime will offer free streaming during a lockdown
2197,T,"Brendan Rodgers: ""We've had a few players that have shown symptoms and signs (of coronavirus). We’ve followed procedures and (as a precaution) they have been kept away from the squad."""
2198,F,Chlorine dioxide will protect you despite claims of the 'health tag'
2199,U,Covid-19 outbreak: Cleaners work more hours on disinfection as firms struggle to meet soaring demand
2200,T,"on the left is surgical masks, on the right is n95 masks!! https://t.co/wXRH6d03wy"
2201,F,Florida hospital reports a coronavirus ‘infestation’ with multiple confirmed patients
2202,U,"Mike Pence stated on March 4, 2020 in in a press briefing: “With regard to the cost, let me be very clear: HHS has designated the coronavirus test as an essential health benefit. That means, by definition, it's covered in the private health insurance of every American, as well as covered by Medicare and Medicaid."""
2203,F,"An infographic has been shared thousands of times in multiple Facebook posts which claim it shows a nine-day timeline of the symptoms of the novel coronavirus, COVID-19"
2204,U,The coronavirus occur from a bat or a pangolin
2205,F,Facebook post claiming that French animal shelters “are overwhelmed by the abandonment of dogs and cats due to the coronavirus”
2206,U,@JoeNBC But I think China for producing that virus and releasing it to the world. It’s time to totally divest of all dependence on China. This has been long overdue and the corona virus illustrates it
2207,U,Free market capitalism will take care of the virus..just ask kudlow. You can't make this stuff up! https://t.co/fawCBvS59S
2208,F,People were screaming in Wuhan because they feared the coronavirus
2209,F,"in view of the ongoing spread of the coronavirus, all meet ups will be cancelled. please opt for postage.‼️ GOs will still continue"
2210,T,"@MSCCruisesUSA MSC announced that Guests who have traveled to, from or through mainland China, Hong Kong, or Macau in the past 30 days will be denied boarding (the same rule applies to all travel companions). I cannot meet the 30-days requirements, but why you refuse to refund my booking"
2211,F,Not a Port Adelaide fan but you have already sold it. You can not take it back. You play the game in China or Adelaide
2212,F,Partly 22 travellers in Uganda for the EU-Uganda Business Summit scheduled for early March had refused to go into quarantine
2213,F,18 nations including USA and UK wants NARENDER MODI as leader for TASK FORCE for CORONA..what a proud moment for INDIA..believe in him and INDIA will win
2214,T,Li Wenliang: 1986-2020 Chinese doctor who risked everything to warn the people of China about the new virus. Then he gave his life saving as many as he could. #2019nCoV #LiWenliang https://t.co/7mPaWs517w
2215,T,"The actress, 55, announced that she has contracted coronavirus. In an Instagram post, Mazar revealed that she'd experienced similar symptoms to those brought about by the coronavirus in weeks past before coming down with them again. After a brief struggle to obtain a test, Mazar found that she had contracted the virus"
2216,F,The Simpsons predicted the coronavirus
2217,T,"Gene sequencing by Beijing Ditan Hospital found coronavirus in the cerebrospinal fluid of a 56-year-old confirmed #COVID19 patient with encephalitis, which provides evidence that COVID19 can invade patients’ nervous systems, just like SARS and MERS"
2218,F,The french state gives more benefit to people who were unemployed before the COVID-19 than it does for people who are partially unenmployed due to the coronavirus
2219,U,"A cruise ship with 77 sick people aboard is heading to Florida and is expected to dock next week. All 1,243 guests have been asked to stay in their rooms, and no testing for Covid-19 is available on the ship, according to a statement"
2220,F,Lukewarm water with lemon or water with lemon and bicarbonate are preventive measures for COVID-19
2221,F,This viral image of people lying on the street is related to coronavirus
2222,F,London shutdown on last Friday. Troops spotted in Clapham.
2223,F,"The UN's #WorldHealthOrganization, acting at #China's direction, helped spread #coronavirus by disseminating information"
2224,U,It is better to act decisively now rather than wait to see how the 2019-nCoV outbreak unfolds globally. New in @JAMA_current with @alexandraphelan and @RebeccaKatz5 on challenges presented by the growing outbreak
2225,U,Wuhan flu and firestorms..$10 billion hit to economy by June? I’d say so..and a govt so utterly corrupted by ideological garbage that they have zero idea how to respond other than to say they are going to cull $2.5billion from welfare..Jesus wept..what a pack of morons.
2226,F,Says to leave objects in the sun to avoid contracting the coronavirus
2227,F,The UP government announced that the 15 districts will be completely sealed starting 9 April
2228,F,Department Of Homeland Security Officials Says Illegal Border Crossings May Spread coronavirus
2229,U,"Day 10 of the lockdown in Wuhan. Instructions for residents on how to stop the spread of the coronavirus blare out over loudspeakers, echoing in the empty streets. (Sound on)"
2230,F,Health Ministry in Ecuador confirms 3 new cases of coronavirus
2231,F,taking a hot bath reduce the risk of infection
2232,T,NBA suspends season until further notice over coronavirus
2233,U,"There are 66 newly confirmed coronavirus cases aboard the Diamond Princess ship docked in Yokohama, Japan"
2234,U,LG pulls out of MWC due to coronavirus concerns https://t.co/edB5Rnyl3E
2235,T,"Dyson, famous for its high-end vacuum cleaners and other domestic appliances, is applying its expertise to build ventilators for coronavirus patients"
2236,F,The vibration generated by clapping together will destroy #Coronavirus infection
